,16,32,64,128,256,512,1024,2048,4096,8192,16384
0.01,7.82012939453125e-05,4.4345855712890625e-05,4.291534423828125e-05,3.933906555175781e-05,3.814697265625e-05,4.076957702636719e-05,4.0531158447265625e-05,9.608268737792969e-05,8.654594421386719e-05,8.535385131835938e-05,9.918212890625e-05
0.02,3.910064697265625e-05,3.9577484130859375e-05,3.910064697265625e-05,3.886222839355469e-05,3.8623809814453125e-05,4.00543212890625e-05,3.886222839355469e-05,8.130073547363281e-05,8.535385131835938e-05,8.726119995117188e-05,0.00010037422180175781
0.03,4.076957702636719e-05,4.220008850097656e-05,4.2438507080078125e-05,3.886222839355469e-05,3.719329833984375e-05,3.8623809814453125e-05,4.649162292480469e-05,8.130073547363281e-05,8.678436279296875e-05,8.916854858398438e-05,9.942054748535156e-05
0.04,3.933906555175781e-05,3.886222839355469e-05,3.981590270996094e-05,3.9577484130859375e-05,3.7670135498046875e-05,3.933906555175781e-05,4.482269287109375e-05,7.891654968261719e-05,8.20159912109375e-05,8.606910705566406e-05,0.00012302398681640625
0.05,4.172325134277344e-05,4.220008850097656e-05,4.2438507080078125e-05,3.910064697265625e-05,3.814697265625e-05,3.886222839355469e-05,5.4836273193359375e-05,7.963180541992188e-05,8.440017700195312e-05,8.7738037109375e-05,0.00010037422180175781
0.1,4.029273986816406e-05,3.8623809814453125e-05,4.0531158447265625e-05,4.029273986816406e-05,3.790855407714844e-05,4.124641418457031e-05,5.7697296142578125e-05,8.106231689453125e-05,8.296966552734375e-05,8.654594421386719e-05,9.846687316894531e-05
0.15,4.1961669921875e-05,4.220008850097656e-05,4.172325134277344e-05,3.981590270996094e-05,3.8623809814453125e-05,4.3392181396484375e-05,6.103515625e-05,8.034706115722656e-05,8.559226989746094e-05,8.845329284667969e-05,0.00010013580322265625
0.2,3.9577484130859375e-05,3.886222839355469e-05,3.981590270996094e-05,3.933906555175781e-05,3.910064697265625e-05,5.4836273193359375e-05,5.984306335449219e-05,8.797645568847656e-05,8.630752563476562e-05,8.678436279296875e-05,0.00010013580322265625
0.25,4.291534423828125e-05,4.1961669921875e-05,4.2438507080078125e-05,3.981590270996094e-05,3.695487976074219e-05,5.888938903808594e-05,5.888938903808594e-05,8.559226989746094e-05,8.368492126464844e-05,8.678436279296875e-05,0.00010442733764648438
0.3,3.981590270996094e-05,3.981590270996094e-05,3.910064697265625e-05,3.886222839355469e-05,3.7670135498046875e-05,4.553794860839844e-05,5.7697296142578125e-05,8.535385131835938e-05,8.463859558105469e-05,8.606910705566406e-05,9.894371032714844e-05
0.35,4.2438507080078125e-05,4.1961669921875e-05,4.291534423828125e-05,4.029273986816406e-05,3.719329833984375e-05,3.9577484130859375e-05,5.245208740234375e-05,8.58306884765625e-05,8.678436279296875e-05,8.559226989746094e-05,0.00010013580322265625
0.4,4.00543212890625e-05,3.9577484130859375e-05,3.9577484130859375e-05,3.910064697265625e-05,3.743171691894531e-05,4.0531158447265625e-05,5.9604644775390625e-05,8.630752563476562e-05,8.487701416015625e-05,8.7738037109375e-05,0.00012493133544921875
0.45,4.2438507080078125e-05,4.220008850097656e-05,4.220008850097656e-05,3.981590270996094e-05,3.719329833984375e-05,3.9577484130859375e-05,5.91278076171875e-05,8.368492126464844e-05,8.654594421386719e-05,8.797645568847656e-05,9.965896606445312e-05
0.5,4.029273986816406e-05,3.9577484130859375e-05,3.981590270996094e-05,3.9577484130859375e-05,3.695487976074219e-05,4.029273986816406e-05,5.984306335449219e-05,8.487701416015625e-05,8.487701416015625e-05,8.654594421386719e-05,0.0001010894775390625
