16,0.01,9.99999997475243e-07
16,0.02,9.99999997475243e-07
16,0.03,9.99999997475243e-07
16,0.04,1.99999999495049e-06
16,0.05,9.99999997475243e-07
16,0.1,9.99999997475243e-07
16,0.15,9.99999997475243e-07
16,0.2,9.99999997475243e-07
16,0.25,9.99999997475243e-07
16,0.3,9.99999997475243e-07
16,0.35,9.99999997475243e-07
16,0.4,9.99999997475243e-07
16,0.45,9.99999997475243e-07
16,0.5,9.99999997475243e-07
32,0.01,9.99999997475243e-07
32,0.02,9.99999997475243e-07
32,0.03,9.99999997475243e-07
32,0.04,9.99999997475243e-07
32,0.05,9.99999997475243e-07
32,0.1,9.99999997475243e-07
32,0.15,9.99999997475243e-07
32,0.2,9.99999997475243e-07
32,0.25,9.99999997475243e-07
32,0.3,9.99999997475243e-07
32,0.35,9.99999997475243e-07
32,0.4,9.99999997475243e-07
32,0.45,9.99999997475243e-07
32,0.5,9.99999997475243e-07
64,0.01,9.99999997475243e-07
64,0.02,9.99999997475243e-07
64,0.03,9.99999997475243e-07
64,0.04,9.99999997475243e-07
64,0.05,9.99999997475243e-07
64,0.1,9.99999997475243e-07
64,0.15,9.99999997475243e-07
64,0.2,0
64,0.25,1.99999999495049e-06
64,0.3,9.99999997475243e-07
64,0.35,9.99999997475243e-07
64,0.4,9.99999997475243e-07
64,0.45,9.99999997475243e-07
64,0.5,9.99999997475243e-07
128,0.01,9.99999997475243e-07
128,0.02,9.99999997475243e-07
128,0.03,9.99999997475243e-07
128,0.04,9.99999997475243e-07
128,0.05,9.99999997475243e-07
128,0.1,9.99999997475243e-07
128,0.15,9.99999997475243e-07
128,0.2,9.99999997475243e-07
128,0.25,9.99999997475243e-07
128,0.3,9.99999997475243e-07
128,0.35,9.99999997475243e-07
128,0.4,9.99999997475243e-07
128,0.45,1.99999999495049e-06
128,0.5,1.99999999495049e-06
256,0.01,9.99999997475243e-07
256,0.02,9.99999997475243e-07
256,0.03,9.99999997475243e-07
256,0.04,9.99999997475243e-07
256,0.05,1.99999999495049e-06
256,0.1,9.99999997475243e-07
256,0.15,1.99999999495049e-06
256,0.2,9.99999997475243e-07
256,0.25,9.99999997475243e-07
256,0.3,9.99999997475243e-07
256,0.35,9.99999997475243e-07
256,0.4,9.99999997475243e-07
256,0.45,9.99999997475243e-07
256,0.5,1.99999999495049e-06
512,0.01,9.99999997475243e-07
512,0.02,9.99999997475243e-07
512,0.03,9.99999997475243e-07
512,0.04,9.99999997475243e-07
512,0.05,9.99999997475243e-07
512,0.1,9.99999997475243e-07
512,0.15,9.99999997475243e-07
512,0.2,9.99999997475243e-07
512,0.25,9.99999997475243e-07
512,0.3,9.99999997475243e-07
512,0.35,1.99999999495049e-06
512,0.4,1.99999999495049e-06
512,0.45,9.99999997475243e-07
512,0.5,9.99999997475243e-07
1024,0.01,9.99999997475243e-07
1024,0.02,9.99999997475243e-07
1024,0.03,9.99999997475243e-07
1024,0.04,9.99999997475243e-07
1024,0.05,9.99999997475243e-07
1024,0.1,1.99999999495049e-06
1024,0.15,9.99999997475243e-07
1024,0.2,9.99999997475243e-07
1024,0.25,9.99999997475243e-07
1024,0.3,9.99999997475243e-07
1024,0.35,1.99999999495049e-06
1024,0.4,1.99999999495049e-06
1024,0.45,1.99999999495049e-06
1024,0.5,1.99999999495049e-06
2048,0.01,1.99999999495049e-06
2048,0.02,9.99999997475243e-07
2048,0.03,9.99999997475243e-07
2048,0.04,9.99999997475243e-07
2048,0.05,9.99999997475243e-07
2048,0.1,3.00000010611257e-06
2048,0.15,1.99999999495049e-06
2048,0.2,1.99999999495049e-06
2048,0.25,1.99999999495049e-06
2048,0.3,1.99999999495049e-06
2048,0.35,1.99999999495049e-06
2048,0.4,1.99999999495049e-06
2048,0.45,1.99999999495049e-06
2048,0.5,3.00000010611257e-06
4096,0.01,9.99999997475243e-07
4096,0.02,9.99999997475243e-07
4096,0.03,9.99999997475243e-07
4096,0.04,9.99999997475243e-07
4096,0.05,1.99999999495049e-06
4096,0.1,1.99999999495049e-06
4096,0.15,1.99999999495049e-06
4096,0.2,1.99999999495049e-06
4096,0.25,1.99999999495049e-06
4096,0.3,1.99999999495049e-06
4096,0.35,1.99999999495049e-06
4096,0.4,1.99999999495049e-06
4096,0.45,1.99999999495049e-06
4096,0.5,9.99999997475243e-07
8192,0.01,1.99999999495049e-06
8192,0.02,1.99999999495049e-06
8192,0.03,3.00000010611257e-06
8192,0.04,1.99999999495049e-06
8192,0.05,1.99999999495049e-06
8192,0.1,1.99999999495049e-06
8192,0.15,1.99999999495049e-06
8192,0.2,1.99999999495049e-06
8192,0.25,1.99999999495049e-06
8192,0.3,1.99999999495049e-06
8192,0.35,1.99999999495049e-06
8192,0.4,1.99999999495049e-06
8192,0.45,1.99999999495049e-06
8192,0.5,9.99999997475243e-07
16384,0.01,1.99999999495049e-06
16384,0.02,1.99999999495049e-06
16384,0.03,1.99999999495049e-06
16384,0.04,1.99999999495049e-06
16384,0.05,1.99999999495049e-06
16384,0.1,3.00000010611257e-06
16384,0.15,1.99999999495049e-06
16384,0.2,9.99999997475243e-07
16384,0.25,1.99999999495049e-06
16384,0.3,9.99999997475243e-07
16384,0.35,1.99999999495049e-06
16384,0.4,1.99999999495049e-06
16384,0.45,1.99999999495049e-06
16384,0.5,1.99999999495049e-06
